fold_type,combination,quantity,feature_mode,macro_equal_group_equal_source_BA,macro_ai_recall,macro_human_recall,macro_recording_weighted_within_experiment_BA,descriptive_mean_single_model_fold_auc,available_held_source_experiments,intended_held_source_experiments,eligible_model_count,omitted_model_count,status
human_source_holdout,S+R,50,values_plus_missing,0.6682638366076065,0.7292545858425198,0.6072730873726934,0.6635847952001893,0.7364864001802418,6,6,28,2,available
human_source_holdout,S+R,100,values_plus_missing,0.666972025159971,0.7391810818592335,0.5947629684607086,0.6621735905043636,0.744371543166993,6,6,28,2,available
human_source_holdout,S+R,200,values_plus_missing,0.6697159598442344,0.7361274622934141,0.6033044573950547,0.6663268449811307,0.7483324853430984,6,6,28,2,available
human_source_holdout,S+R,all,values_plus_missing,0.6699901301606982,0.7350203814726011,0.6049598788487954,0.6639065776867845,0.7497025639991165,6,6,28,2,available
human_source_holdout,S+P,25,values_plus_missing,0.6216191536559,0.6938312996740441,0.5494070076377559,0.6165524671779139,0.6771312461845566,6,6,28,2,available
human_source_holdout,S+P,50,values_plus_missing,0.642222519682976,0.6906662882538317,0.5937787511121201,0.6347551232446941,0.6953606097454926,6,6,28,2,available
human_source_holdout,S+P,100,values_plus_missing,0.6387160497284389,0.6985311939250197,0.5789009055318579,0.6324925491299216,0.703277785647338,6,6,28,2,available
human_source_holdout,S+P,200,values_plus_missing,0.6430791053162778,0.7030575778021951,0.5831006328303603,0.6365217001102712,0.7057306631915671,6,6,28,2,available
human_source_holdout,S+P,all,values_plus_missing,0.6437333139310529,0.7040217105122011,0.5834449173499048,0.6360866161907616,0.7058931949614076,6,6,28,2,available
human_source_holdout,S+F,25,values_plus_missing,0.6781486027138982,0.7455912812765654,0.610705924151231,0.6644069370715008,0.7357779567708299,6,6,28,2,available
human_source_holdout,S+F,50,values_plus_missing,0.6764077205613855,0.7390954894166115,0.6137199517061598,0.6685574634874697,0.7393138235856688,6,6,28,2,available
human_source_holdout,S+F,100,values_plus_missing,0.6827383236240352,0.7463896146808832,0.6190870325671873,0.6686926634618461,0.740794676944617,6,6,28,2,available
human_source_holdout,S+F,200,values_plus_missing,0.6783753097668187,0.747181601009674,0.6095690185239632,0.663200603818311,0.7431141673274758,6,6,28,2,available
